datetime,patient_visits,patient_types,visit_times,patient_type_1,visit_time_1,patient_type_2,visit_time_2,patient_type_3,visit_time_3,patient_type_4,visit_time_4,patient_type_5,visit_time_5,patient_type_6,visit_time_6,patient_type_7,visit_time_7,patient_type_8,visit_time_8
2019-05-19 09:59:00,4,['A' 'C' 'C' 'A'],"[Timestamp('2019-05-19 09:24:00'), Timestamp('2019-05-19 09:58:00'), Timestamp('2019-05-19 09:22:00'), Timestamp('2019-05-19 09:58:00')]",A,2019-05-19 09:24:00,C,2019-05-19 09:58:00,C,2019-05-19 09:22:00,A,2019-05-19 09:58:00,,,,,,,,
2019-05-19 10:59:00,2,['D' 'D'],"[Timestamp('2019-05-19 10:18:00'), Timestamp('2019-05-19 10:48:00')]",D,2019-05-19 10:18:00,D,2019-05-19 10:48:00,,,,,,,,,,,,
2019-05-19 11:59:00,4,['C' 'B' 'D' 'A'],"[Timestamp('2019-05-19 11:34:00'), Timestamp('2019-05-19 11:30:00'), Timestamp('2019-05-19 11:05:00'), Timestamp('2019-05-19 11:08:00')]",C,2019-05-19 11:34:00,B,2019-05-19 11:30:00,D,2019-05-19 11:05:00,A,2019-05-19 11:08:00,,,,,,,,
2019-05-19 12:59:00,5,['C' 'C' 'B' 'B' 'B'],"[Timestamp('2019-05-19 12:12:00'), Timestamp('2019-05-19 12:34:00'), Timestamp('2019-05-19 12:34:00'), Timestamp('2019-05-19 12:56:00'), Timestamp('2019-05-19 12:04:00')]",C,2019-05-19 12:12:00,C,2019-05-19 12:34:00,B,2019-05-19 12:34:00,B,2019-05-19 12:56:00,B,2019-05-19 12:04:00,,,,,,
2019-05-19 13:59:00,2,['C' 'C'],"[Timestamp('2019-05-19 13:21:00'), Timestamp('2019-05-19 13:28:00')]",C,2019-05-19 13:21:00,C,2019-05-19 13:28:00,,,,,,,,,,,,
2019-05-19 14:59:00,2,['B' 'B'],"[Timestamp('2019-05-19 14:55:00'), Timestamp('2019-05-19 14:27:00')]",B,2019-05-19 14:55:00,B,2019-05-19 14:27:00,,,,,,,,,,,,
2019-05-19 15:59:00,5,['C' 'A' 'A' 'A' 'C'],"[Timestamp('2019-05-19 15:58:00'), Timestamp('2019-05-19 15:07:00'), Timestamp('2019-05-19 15:50:00'), Timestamp('2019-05-19 15:43:00'), Timestamp('2019-05-19 15:55:00')]",C,2019-05-19 15:58:00,A,2019-05-19 15:07:00,A,2019-05-19 15:50:00,A,2019-05-19 15:43:00,C,2019-05-19 15:55:00,,,,,,
2019-05-19 16:59:00,4,['B' 'B' 'C' 'D'],"[Timestamp('2019-05-19 16:07:00'), Timestamp('2019-05-19 16:12:00'), Timestamp('2019-05-19 16:07:00'), Timestamp('2019-05-19 16:08:00')]",B,2019-05-19 16:07:00,B,2019-05-19 16:12:00,C,2019-05-19 16:07:00,D,2019-05-19 16:08:00,,,,,,,,
2019-05-19 17:59:00,5,['A' 'D' 'C' 'A' 'B'],"[Timestamp('2019-05-19 17:06:00'), Timestamp('2019-05-19 17:49:00'), Timestamp('2019-05-19 17:50:00'), Timestamp('2019-05-19 17:13:00'), Timestamp('2019-05-19 17:57:00')]",A,2019-05-19 17:06:00,D,2019-05-19 17:49:00,C,2019-05-19 17:50:00,A,2019-05-19 17:13:00,B,2019-05-19 17:57:00,,,,,,
2019-05-19 18:59:00,4,['B' 'A' 'B' 'A'],"[Timestamp('2019-05-19 18:01:00'), Timestamp('2019-05-19 18:00:00'), Timestamp('2019-05-19 18:20:00'), Timestamp('2019-05-19 18:54:00')]",B,2019-05-19 18:01:00,A,2019-05-19 18:00:00,B,2019-05-19 18:20:00,A,2019-05-19 18:54:00,,,,,,,,
2019-05-19 19:59:00,6,['A' 'A' 'A' 'C' 'C' 'A'],"[Timestamp('2019-05-19 19:17:00'), Timestamp('2019-05-19 19:44:00'), Timestamp('2019-05-19 19:24:00'), Timestamp('2019-05-19 19:53:00'), Timestamp('2019-05-19 19:26:00'), Timestamp('2019-05-19 19:58:00')]",A,2019-05-19 19:17:00,A,2019-05-19 19:44:00,A,2019-05-19 19:24:00,C,2019-05-19 19:53:00,C,2019-05-19 19:26:00,A,2019-05-19 19:58:00,,,,
2019-05-19 20:59:00,4,['B' 'A' 'B' 'D'],"[Timestamp('2019-05-19 20:14:00'), Timestamp('2019-05-19 20:09:00'), Timestamp('2019-05-19 20:19:00'), Timestamp('2019-05-19 20:11:00')]",B,2019-05-19 20:14:00,A,2019-05-19 20:09:00,B,2019-05-19 20:19:00,D,2019-05-19 20:11:00,,,,,,,,
2019-05-19 21:59:00,4,['D' 'B' 'C' 'C'],"[Timestamp('2019-05-19 21:24:00'), Timestamp('2019-05-19 21:42:00'), Timestamp('2019-05-19 21:33:00'), Timestamp('2019-05-19 21:09:00')]",D,2019-05-19 21:24:00,B,2019-05-19 21:42:00,C,2019-05-19 21:33:00,C,2019-05-19 21:09:00,,,,,,,,
2019-05-19 22:59:00,4,['A' 'C' 'B' 'D'],"[Timestamp('2019-05-19 22:15:00'), Timestamp('2019-05-19 22:03:00'), Timestamp('2019-05-19 22:20:00'), Timestamp('2019-05-19 22:37:00')]",A,2019-05-19 22:15:00,C,2019-05-19 22:03:00,B,2019-05-19 22:20:00,D,2019-05-19 22:37:00,,,,,,,,
2019-05-19 23:59:00,4,['A' 'C' 'C' 'B'],"[Timestamp('2019-05-19 23:08:00'), Timestamp('2019-05-19 23:19:00'), Timestamp('2019-05-19 23:27:00'), Timestamp('2019-05-19 23:04:00')]",A,2019-05-19 23:08:00,C,2019-05-19 23:19:00,C,2019-05-19 23:27:00,B,2019-05-19 23:04:00,,,,,,,,
2019-05-20 00:59:00,3,['B' 'D' 'B'],"[Timestamp('2019-05-20 00:15:00'), Timestamp('2019-05-20 00:31:00'), Timestamp('2019-05-20 00:30:00')]",B,2019-05-20 00:15:00,D,2019-05-20 00:31:00,B,2019-05-20 00:30:00,,,,,,,,,,
2019-05-20 01:59:00,3,['B' 'B' 'B'],"[Timestamp('2019-05-20 01:47:00'), Timestamp('2019-05-20 01:38:00'), Timestamp('2019-05-20 01:38:00')]",B,2019-05-20 01:47:00,B,2019-05-20 01:38:00,B,2019-05-20 01:38:00,,,,,,,,,,
2019-05-20 02:59:00,2,['C' 'B'],"[Timestamp('2019-05-20 02:33:00'), Timestamp('2019-05-20 02:00:00')]",C,2019-05-20 02:33:00,B,2019-05-20 02:00:00,,,,,,,,,,,,
2019-05-20 03:59:00,5,['B' 'B' 'B' 'A' 'A'],"[Timestamp('2019-05-20 03:22:00'), Timestamp('2019-05-20 03:10:00'), Timestamp('2019-05-20 03:55:00'), Timestamp('2019-05-20 03:07:00'), Timestamp('2019-05-20 03:16:00')]",B,2019-05-20 03:22:00,B,2019-05-20 03:10:00,B,2019-05-20 03:55:00,A,2019-05-20 03:07:00,A,2019-05-20 03:16:00,,,,,,
2019-05-20 04:59:00,3,['D' 'B' 'A'],"[Timestamp('2019-05-20 04:16:00'), Timestamp('2019-05-20 04:45:00'), Timestamp('2019-05-20 04:27:00')]",D,2019-05-20 04:16:00,B,2019-05-20 04:45:00,A,2019-05-20 04:27:00,,,,,,,,,,
2019-05-20 05:59:00,3,['B' 'B' 'A'],"[Timestamp('2019-05-20 05:06:00'), Timestamp('2019-05-20 05:47:00'), Timestamp('2019-05-20 05:23:00')]",B,2019-05-20 05:06:00,B,2019-05-20 05:47:00,A,2019-05-20 05:23:00,,,,,,,,,,
2019-05-20 06:59:00,4,['C' 'B' 'C' 'B'],"[Timestamp('2019-05-20 06:15:00'), Timestamp('2019-05-20 06:16:00'), Timestamp('2019-05-20 06:55:00'), Timestamp('2019-05-20 06:48:00')]",C,2019-05-20 06:15:00,B,2019-05-20 06:16:00,C,2019-05-20 06:55:00,B,2019-05-20 06:48:00,,,,,,,,
2019-05-20 07:59:00,5,['C' 'A' 'B' 'B' 'A'],"[Timestamp('2019-05-20 07:43:00'), Timestamp('2019-05-20 07:11:00'), Timestamp('2019-05-20 07:58:00'), Timestamp('2019-05-20 07:48:00'), Timestamp('2019-05-20 07:54:00')]",C,2019-05-20 07:43:00,A,2019-05-20 07:11:00,B,2019-05-20 07:58:00,B,2019-05-20 07:48:00,A,2019-05-20 07:54:00,,,,,,
2019-05-20 08:59:00,5,['D' 'C' 'C' 'B' 'A'],"[Timestamp('2019-05-20 08:29:00'), Timestamp('2019-05-20 08:26:00'), Timestamp('2019-05-20 08:01:00'), Timestamp('2019-05-20 08:36:00'), Timestamp('2019-05-20 08:42:00')]",D,2019-05-20 08:29:00,C,2019-05-20 08:26:00,C,2019-05-20 08:01:00,B,2019-05-20 08:36:00,A,2019-05-20 08:42:00,,,,,,
2019-05-20 09:59:00,6,['C' 'C' 'B' 'B' 'A' 'D'],"[Timestamp('2019-05-20 09:27:00'), Timestamp('2019-05-20 09:15:00'), Timestamp('2019-05-20 09:31:00'), Timestamp('2019-05-20 09:00:00'), Timestamp('2019-05-20 09:28:00'), Timestamp('2019-05-20 09:19:00')]",C,2019-05-20 09:27:00,C,2019-05-20 09:15:00,B,2019-05-20 09:31:00,B,2019-05-20 09:00:00,A,2019-05-20 09:28:00,D,2019-05-20 09:19:00,,,,
2019-05-20 10:59:00,2,['B' 'C'],"[Timestamp('2019-05-20 10:22:00'), Timestamp('2019-05-20 10:10:00')]",B,2019-05-20 10:22:00,C,2019-05-20 10:10:00,,,,,,,,,,,,
2019-05-20 11:59:00,7,['A' 'D' 'D' 'A' 'B' 'B' 'B'],"[Timestamp('2019-05-20 11:30:00'), Timestamp('2019-05-20 11:20:00'), Timestamp('2019-05-20 11:45:00'), Timestamp('2019-05-20 11:08:00'), Timestamp('2019-05-20 11:58:00'), Timestamp('2019-05-20 11:07:00'), Timestamp('2019-05-20 11:52:00')]",A,2019-05-20 11:30:00,D,2019-05-20 11:20:00,D,2019-05-20 11:45:00,A,2019-05-20 11:08:00,B,2019-05-20 11:58:00,B,2019-05-20 11:07:00,B,2019-05-20 11:52:00,,
2019-05-20 12:59:00,2,['B' 'A'],"[Timestamp('2019-05-20 12:17:00'), Timestamp('2019-05-20 12:19:00')]",B,2019-05-20 12:17:00,A,2019-05-20 12:19:00,,,,,,,,,,,,
2019-05-20 13:59:00,3,['B' 'B' 'C'],"[Timestamp('2019-05-20 13:34:00'), Timestamp('2019-05-20 13:40:00'), Timestamp('2019-05-20 13:40:00')]",B,2019-05-20 13:34:00,B,2019-05-20 13:40:00,C,2019-05-20 13:40:00,,,,,,,,,,
2019-05-20 14:59:00,4,['C' 'C' 'B' 'B'],"[Timestamp('2019-05-20 14:32:00'), Timestamp('2019-05-20 14:03:00'), Timestamp('2019-05-20 14:21:00'), Timestamp('2019-05-20 14:50:00')]",C,2019-05-20 14:32:00,C,2019-05-20 14:03:00,B,2019-05-20 14:21:00,B,2019-05-20 14:50:00,,,,,,,,
2019-05-20 15:59:00,4,['B' 'A' 'B' 'C'],"[Timestamp('2019-05-20 15:56:00'), Timestamp('2019-05-20 15:12:00'), Timestamp('2019-05-20 15:48:00'), Timestamp('2019-05-20 15:01:00')]",B,2019-05-20 15:56:00,A,2019-05-20 15:12:00,B,2019-05-20 15:48:00,C,2019-05-20 15:01:00,,,,,,,,
2019-05-20 16:59:00,4,['C' 'C' 'B' 'C'],"[Timestamp('2019-05-20 16:10:00'), Timestamp('2019-05-20 16:05:00'), Timestamp('2019-05-20 16:14:00'), Timestamp('2019-05-20 16:16:00')]",C,2019-05-20 16:10:00,C,2019-05-20 16:05:00,B,2019-05-20 16:14:00,C,2019-05-20 16:16:00,,,,,,,,
2019-05-20 17:59:00,3,['C' 'D' 'B'],"[Timestamp('2019-05-20 17:18:00'), Timestamp('2019-05-20 17:08:00'), Timestamp('2019-05-20 17:11:00')]",C,2019-05-20 17:18:00,D,2019-05-20 17:08:00,B,2019-05-20 17:11:00,,,,,,,,,,
2019-05-20 18:59:00,5,['B' 'C' 'A' 'B' 'A'],"[Timestamp('2019-05-20 18:33:00'), Timestamp('2019-05-20 18:15:00'), Timestamp('2019-05-20 18:57:00'), Timestamp('2019-05-20 18:31:00'), Timestamp('2019-05-20 18:49:00')]",B,2019-05-20 18:33:00,C,2019-05-20 18:15:00,A,2019-05-20 18:57:00,B,2019-05-20 18:31:00,A,2019-05-20 18:49:00,,,,,,
2019-05-20 19:59:00,3,['B' 'A' 'B'],"[Timestamp('2019-05-20 19:45:00'), Timestamp('2019-05-20 19:35:00'), Timestamp('2019-05-20 19:00:00')]",B,2019-05-20 19:45:00,A,2019-05-20 19:35:00,B,2019-05-20 19:00:00,,,,,,,,,,
2019-05-20 20:59:00,6,['D' 'B' 'A' 'C' 'A' 'A'],"[Timestamp('2019-05-20 20:19:00'), Timestamp('2019-05-20 20:43:00'), Timestamp('2019-05-20 20:04:00'), Timestamp('2019-05-20 20:36:00'), Timestamp('2019-05-20 20:11:00'), Timestamp('2019-05-20 20:58:00')]",D,2019-05-20 20:19:00,B,2019-05-20 20:43:00,A,2019-05-20 20:04:00,C,2019-05-20 20:36:00,A,2019-05-20 20:11:00,A,2019-05-20 20:58:00,,,,
2019-05-20 21:59:00,3,['B' 'C' 'D'],"[Timestamp('2019-05-20 21:46:00'), Timestamp('2019-05-20 21:30:00'), Timestamp('2019-05-20 21:30:00')]",B,2019-05-20 21:46:00,C,2019-05-20 21:30:00,D,2019-05-20 21:30:00,,,,,,,,,,
2019-05-20 22:59:00,4,['D' 'A' 'B' 'A'],"[Timestamp('2019-05-20 22:08:00'), Timestamp('2019-05-20 22:47:00'), Timestamp('2019-05-20 22:11:00'), Timestamp('2019-05-20 22:34:00')]",D,2019-05-20 22:08:00,A,2019-05-20 22:47:00,B,2019-05-20 22:11:00,A,2019-05-20 22:34:00,,,,,,,,
2019-05-20 23:59:00,2,['B' 'D'],"[Timestamp('2019-05-20 23:18:00'), Timestamp('2019-05-20 23:56:00')]",B,2019-05-20 23:18:00,D,2019-05-20 23:56:00,,,,,,,,,,,,
2019-05-21 00:59:00,6,['B' 'B' 'C' 'A' 'B' 'A'],"[Timestamp('2019-05-21 00:21:00'), Timestamp('2019-05-21 00:39:00'), Timestamp('2019-05-21 00:00:00'), Timestamp('2019-05-21 00:16:00'), Timestamp('2019-05-21 00:49:00'), Timestamp('2019-05-21 00:35:00')]",B,2019-05-21 00:21:00,B,2019-05-21 00:39:00,C,2019-05-21 00:00:00,A,2019-05-21 00:16:00,B,2019-05-21 00:49:00,A,2019-05-21 00:35:00,,,,
2019-05-21 01:59:00,4,['B' 'B' 'C' 'B'],"[Timestamp('2019-05-21 01:24:00'), Timestamp('2019-05-21 01:45:00'), Timestamp('2019-05-21 01:09:00'), Timestamp('2019-05-21 01:57:00')]",B,2019-05-21 01:24:00,B,2019-05-21 01:45:00,C,2019-05-21 01:09:00,B,2019-05-21 01:57:00,,,,,,,,
2019-05-21 02:59:00,5,['A' 'C' 'C' 'B' 'B'],"[Timestamp('2019-05-21 02:36:00'), Timestamp('2019-05-21 02:29:00'), Timestamp('2019-05-21 02:21:00'), Timestamp('2019-05-21 02:04:00'), Timestamp('2019-05-21 02:28:00')]",A,2019-05-21 02:36:00,C,2019-05-21 02:29:00,C,2019-05-21 02:21:00,B,2019-05-21 02:04:00,B,2019-05-21 02:28:00,,,,,,
2019-05-21 03:59:00,4,['B' 'A' 'B' 'B'],"[Timestamp('2019-05-21 03:57:00'), Timestamp('2019-05-21 03:07:00'), Timestamp('2019-05-21 03:01:00'), Timestamp('2019-05-21 03:21:00')]",B,2019-05-21 03:57:00,A,2019-05-21 03:07:00,B,2019-05-21 03:01:00,B,2019-05-21 03:21:00,,,,,,,,
2019-05-21 04:59:00,5,['B' 'A' 'A' 'B' 'C'],"[Timestamp('2019-05-21 04:38:00'), Timestamp('2019-05-21 04:32:00'), Timestamp('2019-05-21 04:57:00'), Timestamp('2019-05-21 04:27:00'), Timestamp('2019-05-21 04:33:00')]",B,2019-05-21 04:38:00,A,2019-05-21 04:32:00,A,2019-05-21 04:57:00,B,2019-05-21 04:27:00,C,2019-05-21 04:33:00,,,,,,
2019-05-21 05:59:00,5,['B' 'C' 'D' 'C' 'B'],"[Timestamp('2019-05-21 05:46:00'), Timestamp('2019-05-21 05:40:00'), Timestamp('2019-05-21 05:04:00'), Timestamp('2019-05-21 05:08:00'), Timestamp('2019-05-21 05:49:00')]",B,2019-05-21 05:46:00,C,2019-05-21 05:40:00,D,2019-05-21 05:04:00,C,2019-05-21 05:08:00,B,2019-05-21 05:49:00,,,,,,
2019-05-21 06:59:00,5,['B' 'A' 'B' 'D' 'A'],"[Timestamp('2019-05-21 06:16:00'), Timestamp('2019-05-21 06:17:00'), Timestamp('2019-05-21 06:28:00'), Timestamp('2019-05-21 06:07:00'), Timestamp('2019-05-21 06:24:00')]",B,2019-05-21 06:16:00,A,2019-05-21 06:17:00,B,2019-05-21 06:28:00,D,2019-05-21 06:07:00,A,2019-05-21 06:24:00,,,,,,
2019-05-21 07:59:00,2,['A' 'B'],"[Timestamp('2019-05-21 07:39:00'), Timestamp('2019-05-21 07:10:00')]",A,2019-05-21 07:39:00,B,2019-05-21 07:10:00,,,,,,,,,,,,
2019-05-21 08:59:00,6,['D' 'B' 'A' 'B' 'B' 'B'],"[Timestamp('2019-05-21 08:05:00'), Timestamp('2019-05-21 08:23:00'), Timestamp('2019-05-21 08:53:00'), Timestamp('2019-05-21 08:37:00'), Timestamp('2019-05-21 08:26:00'), Timestamp('2019-05-21 08:47:00')]",D,2019-05-21 08:05:00,B,2019-05-21 08:23:00,A,2019-05-21 08:53:00,B,2019-05-21 08:37:00,B,2019-05-21 08:26:00,B,2019-05-21 08:47:00,,,,
2019-05-21 09:59:00,4,['C' 'C' 'C' 'A'],"[Timestamp('2019-05-21 09:45:00'), Timestamp('2019-05-21 09:25:00'), Timestamp('2019-05-21 09:06:00'), Timestamp('2019-05-21 09:25:00')]",C,2019-05-21 09:45:00,C,2019-05-21 09:25:00,C,2019-05-21 09:06:00,A,2019-05-21 09:25:00,,,,,,,,
2019-05-21 10:59:00,4,['A' 'A' 'A' 'B'],"[Timestamp('2019-05-21 10:31:00'), Timestamp('2019-05-21 10:02:00'), Timestamp('2019-05-21 10:39:00'), Timestamp('2019-05-21 10:39:00')]",A,2019-05-21 10:31:00,A,2019-05-21 10:02:00,A,2019-05-21 10:39:00,B,2019-05-21 10:39:00,,,,,,,,
2019-05-21 11:59:00,3,['B' 'D' 'C'],"[Timestamp('2019-05-21 11:35:00'), Timestamp('2019-05-21 11:23:00'), Timestamp('2019-05-21 11:33:00')]",B,2019-05-21 11:35:00,D,2019-05-21 11:23:00,C,2019-05-21 11:33:00,,,,,,,,,,
2019-05-21 12:59:00,4,['D' 'D' 'C' 'A'],"[Timestamp('2019-05-21 12:43:00'), Timestamp('2019-05-21 12:24:00'), Timestamp('2019-05-21 12:18:00'), Timestamp('2019-05-21 12:39:00')]",D,2019-05-21 12:43:00,D,2019-05-21 12:24:00,C,2019-05-21 12:18:00,A,2019-05-21 12:39:00,,,,,,,,
2019-05-21 13:59:00,4,['C' 'B' 'B' 'A'],"[Timestamp('2019-05-21 13:49:00'), Timestamp('2019-05-21 13:26:00'), Timestamp('2019-05-21 13:33:00'), Timestamp('2019-05-21 13:47:00')]",C,2019-05-21 13:49:00,B,2019-05-21 13:26:00,B,2019-05-21 13:33:00,A,2019-05-21 13:47:00,,,,,,,,
2019-05-21 14:59:00,5,['B' 'D' 'B' 'D' 'C'],"[Timestamp('2019-05-21 14:52:00'), Timestamp('2019-05-21 14:26:00'), Timestamp('2019-05-21 14:57:00'), Timestamp('2019-05-21 14:02:00'), Timestamp('2019-05-21 14:29:00')]",B,2019-05-21 14:52:00,D,2019-05-21 14:26:00,B,2019-05-21 14:57:00,D,2019-05-21 14:02:00,C,2019-05-21 14:29:00,,,,,,
2019-05-21 15:59:00,4,['A' 'B' 'D' 'A'],"[Timestamp('2019-05-21 15:31:00'), Timestamp('2019-05-21 15:06:00'), Timestamp('2019-05-21 15:07:00'), Timestamp('2019-05-21 15:56:00')]",A,2019-05-21 15:31:00,B,2019-05-21 15:06:00,D,2019-05-21 15:07:00,A,2019-05-21 15:56:00,,,,,,,,
2019-05-21 16:59:00,5,['A' 'C' 'C' 'B' 'A'],"[Timestamp('2019-05-21 16:55:00'), Timestamp('2019-05-21 16:18:00'), Timestamp('2019-05-21 16:56:00'), Timestamp('2019-05-21 16:05:00'), Timestamp('2019-05-21 16:01:00')]",A,2019-05-21 16:55:00,C,2019-05-21 16:18:00,C,2019-05-21 16:56:00,B,2019-05-21 16:05:00,A,2019-05-21 16:01:00,,,,,,
2019-05-21 17:59:00,4,['A' 'C' 'B' 'B'],"[Timestamp('2019-05-21 17:07:00'), Timestamp('2019-05-21 17:01:00'), Timestamp('2019-05-21 17:42:00'), Timestamp('2019-05-21 17:37:00')]",A,2019-05-21 17:07:00,C,2019-05-21 17:01:00,B,2019-05-21 17:42:00,B,2019-05-21 17:37:00,,,,,,,,
2019-05-21 18:59:00,4,['B' 'B' 'A' 'A'],"[Timestamp('2019-05-21 18:54:00'), Timestamp('2019-05-21 18:22:00'), Timestamp('2019-05-21 18:39:00'), Timestamp('2019-05-21 18:54:00')]",B,2019-05-21 18:54:00,B,2019-05-21 18:22:00,A,2019-05-21 18:39:00,A,2019-05-21 18:54:00,,,,,,,,
2019-05-21 19:59:00,3,['A' 'C' 'A'],"[Timestamp('2019-05-21 19:01:00'), Timestamp('2019-05-21 19:49:00'), Timestamp('2019-05-21 19:28:00')]",A,2019-05-21 19:01:00,C,2019-05-21 19:49:00,A,2019-05-21 19:28:00,,,,,,,,,,
2019-05-21 20:59:00,3,['C' 'C' 'D'],"[Timestamp('2019-05-21 20:26:00'), Timestamp('2019-05-21 20:13:00'), Timestamp('2019-05-21 20:43:00')]",C,2019-05-21 20:26:00,C,2019-05-21 20:13:00,D,2019-05-21 20:43:00,,,,,,,,,,
2019-05-21 21:59:00,6,['B' 'A' 'C' 'B' 'C' 'B'],"[Timestamp('2019-05-21 21:09:00'), Timestamp('2019-05-21 21:38:00'), Timestamp('2019-05-21 21:50:00'), Timestamp('2019-05-21 21:07:00'), Timestamp('2019-05-21 21:15:00'), Timestamp('2019-05-21 21:16:00')]",B,2019-05-21 21:09:00,A,2019-05-21 21:38:00,C,2019-05-21 21:50:00,B,2019-05-21 21:07:00,C,2019-05-21 21:15:00,B,2019-05-21 21:16:00,,,,
2019-05-21 22:59:00,2,['D' 'B'],"[Timestamp('2019-05-21 22:07:00'), Timestamp('2019-05-21 22:01:00')]",D,2019-05-21 22:07:00,B,2019-05-21 22:01:00,,,,,,,,,,,,
2019-05-21 23:59:00,3,['B' 'C' 'C'],"[Timestamp('2019-05-21 23:11:00'), Timestamp('2019-05-21 23:40:00'), Timestamp('2019-05-21 23:02:00')]",B,2019-05-21 23:11:00,C,2019-05-21 23:40:00,C,2019-05-21 23:02:00,,,,,,,,,,
2019-05-22 00:59:00,4,['B' 'B' 'C' 'C'],"[Timestamp('2019-05-22 00:14:00'), Timestamp('2019-05-22 00:55:00'), Timestamp('2019-05-22 00:06:00'), Timestamp('2019-05-22 00:16:00')]",B,2019-05-22 00:14:00,B,2019-05-22 00:55:00,C,2019-05-22 00:06:00,C,2019-05-22 00:16:00,,,,,,,,
2019-05-22 01:59:00,6,['C' 'D' 'B' 'B' 'C' 'A'],"[Timestamp('2019-05-22 01:32:00'), Timestamp('2019-05-22 01:58:00'), Timestamp('2019-05-22 01:28:00'), Timestamp('2019-05-22 01:40:00'), Timestamp('2019-05-22 01:22:00'), Timestamp('2019-05-22 01:31:00')]",C,2019-05-22 01:32:00,D,2019-05-22 01:58:00,B,2019-05-22 01:28:00,B,2019-05-22 01:40:00,C,2019-05-22 01:22:00,A,2019-05-22 01:31:00,,,,
2019-05-22 02:59:00,5,['C' 'C' 'A' 'D' 'A'],"[Timestamp('2019-05-22 02:40:00'), Timestamp('2019-05-22 02:47:00'), Timestamp('2019-05-22 02:00:00'), Timestamp('2019-05-22 02:34:00'), Timestamp('2019-05-22 02:15:00')]",C,2019-05-22 02:40:00,C,2019-05-22 02:47:00,A,2019-05-22 02:00:00,D,2019-05-22 02:34:00,A,2019-05-22 02:15:00,,,,,,
2019-05-22 03:59:00,6,['B' 'B' 'B' 'B' 'A' 'B'],"[Timestamp('2019-05-22 03:34:00'), Timestamp('2019-05-22 03:15:00'), Timestamp('2019-05-22 03:10:00'), Timestamp('2019-05-22 03:58:00'), Timestamp('2019-05-22 03:39:00'), Timestamp('2019-05-22 03:39:00')]",B,2019-05-22 03:34:00,B,2019-05-22 03:15:00,B,2019-05-22 03:10:00,B,2019-05-22 03:58:00,A,2019-05-22 03:39:00,B,2019-05-22 03:39:00,,,,
2019-05-22 04:59:00,4,['C' 'D' 'C' 'B'],"[Timestamp('2019-05-22 04:49:00'), Timestamp('2019-05-22 04:04:00'), Timestamp('2019-05-22 04:18:00'), Timestamp('2019-05-22 04:58:00')]",C,2019-05-22 04:49:00,D,2019-05-22 04:04:00,C,2019-05-22 04:18:00,B,2019-05-22 04:58:00,,,,,,,,
2019-05-22 05:59:00,4,['D' 'D' 'A' 'A'],"[Timestamp('2019-05-22 05:20:00'), Timestamp('2019-05-22 05:26:00'), Timestamp('2019-05-22 05:56:00'), Timestamp('2019-05-22 05:48:00')]",D,2019-05-22 05:20:00,D,2019-05-22 05:26:00,A,2019-05-22 05:56:00,A,2019-05-22 05:48:00,,,,,,,,
2019-05-22 06:59:00,3,['C' 'C' 'A'],"[Timestamp('2019-05-22 06:15:00'), Timestamp('2019-05-22 06:12:00'), Timestamp('2019-05-22 06:19:00')]",C,2019-05-22 06:15:00,C,2019-05-22 06:12:00,A,2019-05-22 06:19:00,,,,,,,,,,
2019-05-22 07:59:00,3,['A' 'C' 'B'],"[Timestamp('2019-05-22 07:22:00'), Timestamp('2019-05-22 07:12:00'), Timestamp('2019-05-22 07:10:00')]",A,2019-05-22 07:22:00,C,2019-05-22 07:12:00,B,2019-05-22 07:10:00,,,,,,,,,,
2019-05-22 08:59:00,4,['B' 'B' 'A' 'A'],"[Timestamp('2019-05-22 08:56:00'), Timestamp('2019-05-22 08:12:00'), Timestamp('2019-05-22 08:04:00'), Timestamp('2019-05-22 08:10:00')]",B,2019-05-22 08:56:00,B,2019-05-22 08:12:00,A,2019-05-22 08:04:00,A,2019-05-22 08:10:00,,,,,,,,
2019-05-22 09:59:00,5,['B' 'B' 'A' 'C' 'A'],"[Timestamp('2019-05-22 09:48:00'), Timestamp('2019-05-22 09:46:00'), Timestamp('2019-05-22 09:07:00'), Timestamp('2019-05-22 09:44:00'), Timestamp('2019-05-22 09:54:00')]",B,2019-05-22 09:48:00,B,2019-05-22 09:46:00,A,2019-05-22 09:07:00,C,2019-05-22 09:44:00,A,2019-05-22 09:54:00,,,,,,
2019-05-22 10:59:00,5,['B' 'D' 'B' 'B' 'B'],"[Timestamp('2019-05-22 10:03:00'), Timestamp('2019-05-22 10:06:00'), Timestamp('2019-05-22 10:04:00'), Timestamp('2019-05-22 10:15:00'), Timestamp('2019-05-22 10:01:00')]",B,2019-05-22 10:03:00,D,2019-05-22 10:06:00,B,2019-05-22 10:04:00,B,2019-05-22 10:15:00,B,2019-05-22 10:01:00,,,,,,
2019-05-22 11:59:00,5,['B' 'B' 'A' 'A' 'B'],"[Timestamp('2019-05-22 11:34:00'), Timestamp('2019-05-22 11:19:00'), Timestamp('2019-05-22 11:12:00'), Timestamp('2019-05-22 11:15:00'), Timestamp('2019-05-22 11:19:00')]",B,2019-05-22 11:34:00,B,2019-05-22 11:19:00,A,2019-05-22 11:12:00,A,2019-05-22 11:15:00,B,2019-05-22 11:19:00,,,,,,
